uid,uname,gender,zodiac,last_seen,duty,vip,IsFemale,IsNA,login,post,life,uscore,ycf,isDuty,isBM,isManager,isVIP
212,IA,±£ÃÜ,Ìì³Ó×ù,2018/1/22 12:47,user,NA,0,1,11122,10620,660,5.2,0,0,0,0,0
213,funnyprayer,ÄÐ,½ðÅ£×ù,2017/11/12 14:25,user,NA,0,0,4,0,44,0.1,0,0,0,0,0
214,curtain,ÄÐ,Ä¦ôÉ×ù,2018/1/26 10:30,user,NA,0,0,568,33,118,2.3,0,0,0,0,0
215,hmzx,Å®,±£ÃÜ,2018/1/15 22:39,user,NA,1,0,1390,104,453,2.8,0,0,0,0,0
216,psycheZ,±£ÃÜ,±£ÃÜ,2018/1/24 8:48,user,NA,0,1,966,95,116,1.8,0,0,0,0,0
217,Alinayao,Å®,¾ÞÐ·×ù,2018/1/20 0:46,user,NA,1,0,21,0,112,0.1,0,0,0,0,0
218,zalex,±£ÃÜ,±£ÃÜ,2018/1/26 23:01,user,NA,0,1,247,6,119,1,0,0,0,0,0
219,aprilstory,±£ÃÜ,ÉäÊÖ×ù,2016/10/19 16:08,°æÎñ,NA,0,1,11691,5897,200,4.8,2,1,1,0,0
220,Oilily,Å®,Ìì³Ó×ù,2018/1/15 12:24,user,NA,1,0,98,10,107,0.7,0,0,0,0,0
221,kzw,±£ÃÜ,±£ÃÜ,2018/1/13 10:01,user,NA,0,1,76,1,105,1,0,0,0,0,0
222,Borisqi,ÄÐ,Ë«Óã×ù,2018/1/14 9:52,user,NA,0,0,4,1,106,0,0,0,0,0,0
223,yaogogo,Å®,ÉäÊÖ×ù,2018/1/27 9:49,user,NA,1,0,2293,107,404,2.8,0,0,0,0,0
224,Pato,ÄÐ,½ðÅ£×ù,2017/9/26 9:43,user,NA,0,0,1659,315,541,3.2,0,0,0,0,0
225,XuBing,Å®,´¦Å®×ù,2018/1/20 8:11,user,NA,1,0,3,0,22,0,0,0,0,0,0
226,qwertyuio,ÄÐ,½ðÅ£×ù,2018/1/18 8:31,user,NA,0,0,75,0,20,0.1,0,0,0,0,0
227,FlorenceZ,Å®,½ðÅ£×ù,2018/1/9 9:39,user,NA,1,0,3,0,11,0,0,0,0,0,0
228,cm,ÄÐ,¾ÞÐ·×ù,2018/1/15 16:32,user,NA,0,0,232,6,108,1.1,0,0,0,0,0
229,pkudazongzi,ÄÐ,Ä¦ôÉ×ù,2018/1/26 5:50,user,NA,0,0,148,1,118,0.7,0,0,0,0,0
230,George,ÄÐ,ÉäÊÖ×ù,2017/6/9 13:24,user,NA,0,0,3100,1242,433,3.9,0,0,0,0,0
231,wugongqingq,ÄÐ,Ë«Óã×ù,2018/1/27 10:15,user,NA,0,0,900,149,365,2.9,0,0,0,0,0
232,yangzeku,ÄÐ,ÌìÐ«×ù,2018/1/15 20:31,user,NA,0,0,491,11,653,2.2,0,0,0,0,0
233,iual,ÄÐ,±£ÃÜ,2018/1/26 10:07,user,NA,0,0,887,2,363,1.2,0,0,0,0,0
234,TiSaluto,Å®,´¦Å®×ù,2017/5/24 21:37,user,NA,1,0,426,64,417,2.6,0,0,0,0,0
235,hiegg,Å®,ÄµÑò×ù,2018/1/22 12:28,user,NA,1,0,54,6,115,0.4,0,0,0,0,0
236,wyz,±£ÃÜ,±£ÃÜ,2018/1/16 20:54,user,NA,0,1,4,0,19,0,0,0,0,0,0
237,huakai,Å®,ÉäÊÖ×ù,2017/2/27 15:49,user,NA,1,0,813,16,331,2.2,0,0,0,0,0
238,shjpku,ÄÐ,±£ÃÜ,2018/1/26 15:44,user,NA,0,0,1543,1682,509,4,0,0,0,0,0
239,shaoyixian,ÄÐ,Ê¨×Ó×ù,2017/10/26 9:00,user,NA,0,0,7,0,26,0.1,0,0,0,0,0
240,pipidad,ÄÐ,±£ÃÜ,2018/1/10 7:56,user,NA,0,0,2,0,12,0,0,0,0,0,0
241,biubiubiu,Å®,ÌìÐ«×ù,2016/9/19 13:44,user,NA,1,0,195,7,124,2.1,0,0,0,0,0
242,freecy,ÄÐ,±£ÃÜ,2009/12/28 12:48,°æÎñ,NA,0,0,7449,38402,999,9.2,0,1,1,0,0
243,Assassinnnnn,±£ÃÜ,±£ÃÜ,2018/1/26 12:13,user,NA,0,1,105,2,118,0.1,0,0,0,0,0
244,jiangqanru,Å®,Ìì³Ó×ù,2017/12/10 15:58,user,NA,1,0,649,4,453,2,0,0,0,0,0
245,APTXhy,ÄÐ,±£ÃÜ,2018/1/20 10:07,user,NA,0,0,26,2,112,0.3,0,0,0,0,0
246,sofarsogood,Å®,ÌìÐ«×ù,2017/10/9 10:55,user,NA,1,0,663,40,554,2.5,0,0,0,0,0
247,tongjingming,ÄÐ,ÌìÐ«×ù,2017/1/6 21:32,user,NA,0,0,487,240,279,3.1,0,0,0,0,0
248,marble,Å®,Ä¦ôÉ×ù,2017/12/10 16:56,user,NA,1,0,275,3,72,1.6,0,0,0,0,0
249,lovepku,±£ÃÜ,±£ÃÜ,2009/1/26 9:56,user,NA,0,1,425,538,999,6.4,0,0,0,0,0
250,kathyy,Å®,½ðÅ£×ù,2017/6/30 12:08,user,NA,1,0,1321,33,453,2.4,0,0,0,0,0
251,chnlkw,ÄÐ,ÌìÐ«×ù,2018/1/25 20:14,user,NA,0,0,53,2,118,0,0,0,0,0,0
252,Liyun,Å®,Ë«Óã×ù,2018/1/27 11:35,user,NA,1,0,3283,644,403,3.5,0,0,0,0,0
253,princejs,Å®,Ìì³Ó×ù,2016/12/16 15:05,user,NA,1,0,2485,321,258,3.2,0,0,0,0,0
254,muzi,Å®,Ìì³Ó×ù,2016/12/15 13:04,user,NA,1,0,29,2,999,5,0,0,0,0,0
255,pkuwz,ÄÐ,ÉäÊÖ×ù,2018/1/11 12:02,user,NA,0,0,1165,38,433,2.4,0,0,0,0,0
256,didiaozuoren,ÄÐ,¾ÞÐ·×ù,2017/10/26 21:56,user,NA,0,0,16,5,27,0.5,0,0,0,0,0
257,yexiaoya,ÄÐ,Ä¦ôÉ×ù,2016/9/12 0:51,user,NA,0,0,1872,548,162,3.5,0,0,0,0,0
258,yeahcheng,Å®,ÄµÑò×ù,2016/9/14 0:06,user,NA,1,0,1587,220,164,3,0,0,0,0,0
259,sysiphus,±£ÃÜ,±£ÃÜ,2018/1/17 8:25,user,NA,0,1,3,0,19,0,0,0,0,0,0
260,total,ÄÐ,¾ÞÐ·×ù,2017/3/12 9:08,user,NA,0,0,512,424,298,3.3,0,0,0,0,0
261,cjkwydzyj,Å®,Ìì³Ó×ù,2018/1/11 0:26,user,NA,1,0,55,11,103,1.2,0,0,0,0,0
262,lxdccyy,ÄÐ,½ðÅ£×ù,2016/7/29 16:22,user,NA,0,0,118,3,118,2,0,0,0,0,0
263,smallgyro,ÄÐ,½ðÅ£×ù,2017/9/21 22:18,user,NA,0,0,458,683,505,3.6,1,0,0,0,0
264,tenpercent,ÄÐ,ÌìÐ«×ù,2018/1/10 23:10,user,NA,0,0,1312,12,648,2.2,0,0,0,0,0
265,pkuzp,±£ÃÜ,ÉäÊÖ×ù,2018/1/23 9:36,user,NA,0,1,2,0,25,0,0,0,0,0,0
266,Bug,±£ÃÜ,±£ÃÜ,2011/10/15 23:58,user,NA,0,1,3637,4078,999,7.6,0,0,0,0,0
267,darall,Å®,Ìì³Ó×ù,2018/1/26 15:36,user,NA,1,0,539,204,664,3,0,0,0,0,0
268,Exception,ÄÐ,±£ÃÜ,2018/1/18 4:08,user,NA,0,0,313,213,110,1.4,0,0,0,0,0
269,tonyking,ÄÐ,±£ÃÜ,2018/1/27 11:27,user,NA,0,0,169,17,119,0.5,0,0,0,0,0
270,dushang,Å®,±£ÃÜ,2017/12/28 9:45,user,NA,1,0,9,0,89,0.3,0,0,0,0,0
271,wmxmichael,ÄÐ,ÉäÊÖ×ù,2017/10/26 19:03,user,NA,0,0,238,44,572,2.5,0,0,0,0,0
272,zilentor,ÄÐ,Ë«Óã×ù,2016/7/6 21:29,user,NA,0,0,211,85,95,2.7,0,0,0,0,0
273,lvbeibei,±£ÃÜ,±£ÃÜ,2018/1/2 8:22,user,NA,0,1,1,0,4,0,0,0,0,0,0
274,meizhen,Å®,´¦Å®×ù,2017/12/21 23:04,user,NA,1,0,42,0,83,1.3,0,0,0,0,0
275,shangguan,ÄÐ,ÉäÊÖ×ù,2018/1/1 8:58,user,NA,0,0,2,0,3,0,0,0,0,0,0
276,pathwell,ÄÐ,¾ÞÐ·×ù,2016/11/11 4:55,user,NA,0,0,2979,2013,222,4.1,1,0,0,0,0
277,tianyu,ÄÐ,Ìì³Ó×ù,2018/1/27 9:34,user,NA,0,0,219,2,119,0.4,0,0,0,0,0
278,chyb,Å®,Ë«Óã×ù,2016/12/14 20:49,user,NA,1,0,618,41,256,2.5,0,0,0,0,0
279,sailxu,ÄÐ,ÉäÊÖ×ù,2018/1/27 11:21,user,NA,0,0,2593,26,364,2.2,0,0,0,0,0
280,VIVA,ÄÐ,Ìì³Ó×ù,2018/1/27 10:28,user,NA,0,0,27,0,119,0,0,0,0,0,0
281,TT,±£ÃÜ,Ä¦ôÉ×ù,2017/9/2 23:08,°æÎñ,NA,0,1,60,8,474,2.1,0,1,1,0,0
282,OS,ÄÐ,ÌìÐ«×ù,2017/2/24 8:47,user,NA,0,0,1551,486,327,3.4,1,0,0,0,0
283,lehn,Å®,Ë«×Ó×ù,2018/1/10 15:25,user,NA,1,0,86,6,433,2.1,0,0,0,0,0
284,phoenix,±£ÃÜ,Ë®Æ¿×ù,2016/11/10 13:10,user,NA,0,1,1009,337,222,3.2,0,0,0,0,0
285,jadky,ÄÐ,ÄµÑò×ù,2016/6/8 0:39,user,NA,0,0,530,48,66,2.5,0,0,0,0,0
286,yanghe,ÄÐ,Ä¦ôÉ×ù,2018/1/14 17:02,user,NA,0,0,3462,772,652,3.6,0,0,0,0,0
287,sch,Å®,Ë«Óã×ù,2017/5/3 9:40,user,NA,1,0,514,123,395,2.8,0,0,0,0,0
288,vermouthma,Å®,Ë®Æ¿×ù,2017/3/13 22:22,user,NA,1,0,131,7,249,2.1,0,0,0,0,0
289,xuming,Å®,Ë®Æ¿×ù,2017/12/13 18:50,user,NA,1,0,1083,228,620,3.1,1,0,0,0,0
290,notprincess,±£ÃÜ,½ðÅ£×ù,2018/1/8 21:54,user,NA,0,1,75,2,101,0.2,0,0,0,0,0
291,waves,ÄÐ,±£ÃÜ,2017/11/7 17:41,user,NA,0,0,1042,8,584,2.1,0,0,0,0,0
292,jia,Å®,Ë®Æ¿×ù,2018/1/8 17:12,user,NA,1,0,101,0,101,0.2,0,0,0,0,0
293,antique,ÄÐ,ÉäÊÖ×ù,2017/11/9 16:28,user,NA,0,0,1298,25,586,2.3,0,0,0,0,0
294,gc,±£ÃÜ,½ðÅ£×ù,2017/9/10 18:10,user,NA,0,1,131,196,526,3,0,0,0,0,0
295,kanfeng,ÄÐ,±£ÃÜ,2018/1/19 8:34,user,NA,0,0,1,0,21,0,0,0,0,0,0
296,Fwd,ÄÐ,±£ÃÜ,2018/1/22 10:31,user,NA,0,0,81,20,114,0.5,0,0,0,0,0
297,Graceup,Å®,Ë«×Ó×ù,2017/12/12 16:29,user,NA,1,0,8,2,74,0.2,0,0,0,0,0
298,dendis,Å®,ÄµÑò×ù,2016/9/26 16:07,user,NA,1,0,3483,364,177,3.3,0,0,0,0,0
299,sp,±£ÃÜ,´¦Å®×ù,2017/1/24 19:43,user,NA,0,1,94,332,297,3.2,0,0,0,0,0
300,Sour,ÄÐ,±£ÃÜ,2018/1/24 7:51,user,NA,0,0,43,0,116,0.1,0,0,0,0,0
301,bpdszxpddks,±£ÃÜ,±£ÃÜ,2017/2/26 23:43,user,NA,0,1,461,23,330,2.3,0,0,0,0,0
302,aprileesen,Å®,ÄµÑò×ù,2018/1/24 9:00,user,NA,1,0,2,0,26,0,0,0,0,0,0
303,SD,ÄÐ,ÌìÐ«×ù,2018/1/15 14:56,user,NA,0,0,1401,796,653,3.6,0,0,0,0,0
304,guaiguai,ÄÐ,Ë«Óã×ù,2018/1/26 23:20,user,NA,0,0,6539,216,664,3,0,0,0,0,0
305,churapika,ÄÐ,ÌìÐ«×ù,2017/1/1 21:04,user,NA,0,0,1485,823,274,3.6,0,0,0,0,0
306,spartkle,ÄÐ,ÌìÐ«×ù,2017/4/6 12:30,user,NA,0,0,63,25,274,2.3,0,0,0,0,0
307,JadeZ,Å®,½ðÅ£×ù,2017/12/16 18:01,user,NA,1,0,84,1,78,0.6,0,0,0,0,0
308,Anagu,±£ÃÜ,±£ÃÜ,2018/1/27 2:47,user,NA,0,1,116,1,119,0.1,0,0,0,0,0
309,Goingla,Å®,½ðÅ£×ù,2017/11/6 17:41,user,NA,1,0,14,0,38,0.2,0,0,0,0,0
310,lahu,Å®,Ë®Æ¿×ù,2018/1/9 20:34,user,NA,1,0,1010,555,647,3.5,0,0,0,0,0
311,biubiubiubiu,±£ÃÜ,±£ÃÜ,2018/1/24 15:36,user,NA,0,1,50,0,117,0.3,0,0,0,0,0
312,scl,ÄÐ,ÄµÑò×ù,2018/1/25 11:45,user,NA,0,0,1648,139,662,2.9,0,0,0,0,0
313,RenalLS,ÄÐ,±£ÃÜ,2018/1/25 11:49,user,NA,0,0,1510,9,117,1.9,0,0,0,0,0
314,happy,ÄÐ,ÄµÑò×ù,2018/1/12 20:21,user,NA,0,0,114,42,105,1.3,0,0,0,0,0
315,freshmorn,±£ÃÜ,Ë®Æ¿×ù,2017/9/13 10:05,user,NA,0,1,1450,209,528,3,0,0,0,0,0
316,blueblueroad,ÄÐ,½ðÅ£×ù,2017/7/15 14:28,user,NA,0,0,952,16,469,2.2,0,0,0,0,0
317,krazyface,ÄÐ,Ê¨×Ó×ù,2017/6/7 16:00,°æÎñ,NA,0,0,5059,16336,431,5.5,0,1,1,0,0
318,bluevswhite,Å®,¾ÞÐ·×ù,2018/1/27 11:17,user,NA,1,0,9166,505,664,3.4,0,0,0,0,0
319,znatpku,ÄÐ,Ä¦ôÉ×ù,2017/11/2 21:06,user,NA,0,0,2123,102,579,2.8,0,0,0,0,0
320,readline,ÄÐ,Ê¨×Ó×ù,2018/1/26 15:38,user,NA,0,0,1993,27,480,2.4,0,0,0,0,0
321,malasong,Å®,ÄµÑò×ù,2016/11/16 21:56,user,NA,1,0,1810,494,228,3.4,0,0,0,0,0
322,jasonaaa,±£ÃÜ,±£ÃÜ,2018/1/21 8:31,user,NA,0,1,2,0,23,0,0,0,0,0,0
323,zlw,Å®,ÄµÑò×ù,2018/1/12 20:53,user,NA,1,0,304,6,105,1,0,0,0,0,0
324,clayclinton,ÄÐ,Ê¨×Ó×ù,2018/1/14 12:23,user,NA,0,0,53,20,106,0.5,0,0,0,0,0
325,darksmith,ÄÐ,ÉäÊÖ×ù,2016/12/14 19:50,user,NA,0,0,1331,451,999,6.4,0,0,0,0,0
326,skyshine,ÄÐ,ÉäÊÖ×ù,2017/12/13 13:01,user,NA,0,0,571,0,620,2,0,0,0,0,0
327,iblue,±£ÃÜ,±£ÃÜ,2018/1/10 17:11,user,NA,0,1,36,3,103,0.5,0,0,0,0,0
328,candycc,Å®,Ë«Óã×ù,2018/1/22 12:09,user,NA,1,0,17,14,114,0.7,0,0,0,0,0
329,highway,Å®,Ë®Æ¿×ù,2017/9/15 11:20,user,NA,1,0,2573,348,530,3.2,0,0,0,0,0
330,Octavian,ÄÐ,Ë«Óã×ù,2018/1/21 8:33,user,NA,0,0,1,0,23,0,0,0,0,0,0
331,longxiang,ÄÐ,Ìì³Ó×ù,2018/1/17 18:54,user,NA,0,0,19,0,110,0.7,0,0,0,0,0
332,Sicily,±£ÃÜ,±£ÃÜ,2018/1/16 10:03,user,NA,0,1,9,0,108,0,0,0,0,0,0
333,listorm,Å®,Ä¦ôÉ×ù,2017/11/16 22:22,user,NA,1,0,37,13,48,0.9,0,0,0,0,0
334,Calviiin,ÄÐ,½ðÅ£×ù,2016/6/23 12:59,user,NA,0,0,316,29,47,2.4,0,0,0,0,0
335,liurm,ÄÐ,¾ÞÐ·×ù,2017/11/26 19:23,user,NA,0,0,695,71,418,2.6,0,0,0,0,0
336,pekoxfley,ÄÐ,¾ÞÐ·×ù,2018/1/3 21:28,user,NA,0,0,856,63,641,2.6,0,0,0,0,0
337,pkussecho,ÄÐ,Ìì³Ó×ù,2018/1/22 11:06,user,NA,0,0,11,1,114,0,0,0,0,0,0
338,mindwanderer,Å®,ÄµÑò×ù,2017/6/5 21:47,user,NA,1,0,559,146,429,2.9,0,0,0,0,0
339,SpringC,Å®,ÄµÑò×ù,2018/1/12 22:34,user,NA,1,0,216,9,650,2.1,0,0,0,0,0
340,sxsykid,Å®,Ê¨×Ó×ù,2018/1/12 15:26,user,NA,1,0,679,8,650,2.1,0,0,0,0,0
341,zhangbinlu,ÄÐ,ÄµÑò×ù,2018/1/26 19:48,user,NA,0,0,221,3,119,1.8,0,0,0,0,0
342,rayila,Å®,Ê¨×Ó×ù,2018/1/9 21:20,user,NA,1,0,6,0,102,0,0,0,0,0,0
343,zby,ÄÐ,ÄµÑò×ù,2003/4/13 11:35,°æÎñ,NA,0,0,240,162,999,5.9,0,1,1,0,0
344,laobai,ÄÐ,Ä¦ôÉ×ù,2018/1/14 13:37,user,NA,0,0,148,0,107,0.8,0,0,0,0,0
345,FireBrother,ÄÐ,ÄµÑò×ù,2018/1/27 9:40,user,NA,0,0,2777,11,582,2.2,0,0,0,0,0
346,wilber,ÄÐ,ÄµÑò×ù,2018/1/26 20:58,user,NA,0,0,2205,91,664,2.7,0,0,0,0,0
347,qumn,ÄÐ,´¦Å®×ù,2017/9/13 10:55,user,NA,0,0,222,12,528,2.2,0,0,0,0,0
348,kevinsky,ÄÐ,ÌìÐ«×ù,2017/1/28 11:23,user,NA,0,0,4654,43,300,2.5,0,0,0,0,0
349,chenyiwene,Å®,Ë«×Ó×ù,2017/12/11 22:37,°æÎñ,NA,1,0,397,12,506,2.2,0,1,1,0,0
350,spyyes,Å®,Ë«×Ó×ù,2018/1/26 10:42,user,NA,1,0,222,17,118,1.9,0,0,0,0,0
351,Oliviakar,Å®,Ä¦ôÉ×ù,2017/12/26 9:26,user,NA,1,0,7,5,87,0.2,0,0,0,0,0
352,supercat,Å®,Ä¦ôÉ×ù,2017/4/1 20:47,user,NA,1,0,1225,256,364,3.1,0,0,0,0,0
353,flamefox,ÄÐ,¾ÞÐ·×ù,2018/1/26 22:36,user,NA,0,0,7014,13606,664,5.4,7,0,0,0,0
354,cpany,ÄÐ,ÄµÑò×ù,2018/1/23 21:50,user,NA,0,0,85,3,116,0.3,0,0,0,0,0
355,matple,±£ÃÜ,±£ÃÜ,2018/1/25 19:46,user,NA,0,1,82,2,118,0.2,0,0,0,0,0
356,fayeahh,ÄÐ,½ðÅ£×ù,2017/12/10 11:35,°æÎñ,NA,0,0,881,31,527,2.4,0,1,1,0,0
357,Fallen,ÄÐ,Ä¦ôÉ×ù,2016/12/6 6:16,user,NA,0,0,6805,17632,247,5.6,2,0,0,0,0
358,sunran,Å®,ÌìÐ«×ù,2018/1/18 13:26,user,NA,1,0,29,0,111,0.1,0,0,0,0,0
359,jec,ÄÐ,´¦Å®×ù,2018/1/25 21:10,user,NA,0,0,2590,40,363,1.6,0,0,0,0,0
360,yangshuran,±£ÃÜ,Ê¨×Ó×ù,2018/1/23 13:47,user,NA,0,1,371,19,116,2,0,0,0,0,0
361,joypku,Å®,Ä¦ôÉ×ù,2017/5/20 16:38,user,NA,1,0,248,18,413,2.3,0,0,0,0,0
362,aaallen,ÄÐ,Ä¦ôÉ×ù,2016/10/20 10:54,user,NA,0,0,453,102,200,2.8,0,0,0,0,0
363,cleveland,ÄÐ,ÉäÊÖ×ù,2017/4/7 21:48,user,NA,0,0,478,78,370,2.7,0,0,0,0,0
364,bazingar,ÄÐ,±£ÃÜ,2017/12/22 14:13,user,NA,0,0,119,13,424,2.2,0,0,0,0,0
365,gaoxy,±£ÃÜ,±£ÃÜ,2018/1/24 13:22,user,NA,0,1,922,16,461,2.2,0,0,0,0,0
366,alekcen,ÄÐ,¾ÞÐ·×ù,2018/1/11 8:19,user,NA,0,0,7,0,103,0,0,0,0,0,0
367,hehy,ÄÐ,ÌìÐ«×ù,2016/12/23 18:35,user,NA,0,0,246,39,265,2.5,0,0,0,0,0
368,songkunming,ÄÐ,Ë«×Ó×ù,2018/1/22 10:32,user,NA,0,0,255,39,659,2.5,0,0,0,0,0
369,dolphinld,±£ÃÜ,ÌìÐ«×ù,2017/6/16 15:32,user,NA,0,1,1915,549,440,3.5,0,0,0,0,0
370,hbhslsr,ÄÐ,Ìì³Ó×ù,2017/10/18 16:24,user,NA,0,0,277,45,564,2.5,1,0,0,0,0
371,Hermes,ÄÐ,Ë«Óã×ù,2018/1/16 19:35,user,NA,0,0,11,0,109,0,0,0,0,0,0
372,wuzhengd,ÄÐ,ÌìÐ«×ù,2018/1/23 23:21,user,NA,0,0,209,10,116,1.7,0,0,0,0,0
373,xinmingyue,±£ÃÜ,Ë«×Ó×ù,2018/1/11 7:56,user,NA,0,1,19,0,13,0.1,0,0,0,0,0
374,shuangdian,ÄÐ,½ðÅ£×ù,2017/8/20 11:57,user,NA,0,0,834,1724,504,4,0,0,0,0,0
375,jiajilong,ÄÐ,Ë«×Ó×ù,2017/12/5 22:38,user,NA,0,0,38,0,67,0.5,0,0,0,0,0
376,Alexlyn,Å®,Ê¨×Ó×ù,2017/12/13 22:52,user,NA,1,0,46,3,75,0.8,0,0,0,0,0
377,and,ÄÐ,ÄµÑò×ù,2018/1/17 8:32,user,NA,0,0,4,0,19,0,0,0,0,0,0
378,lhkevin,ÄÐ,Ë«Óã×ù,2018/1/26 19:08,user,NA,0,0,1032,11,586,2.2,0,0,0,0,0
379,Tahafut,ÄÐ,½ðÅ£×ù,2017/2/3 17:58,user,NA,0,0,196,7,307,2.1,0,0,0,0,0
380,Skywalker,ÄÐ,Ä¦ôÉ×ù,2017/10/27 14:07,user,NA,0,0,276,19,573,2.3,0,0,0,0,0
381,JJpray,Å®,Ë«Óã×ù,2017/6/21 11:21,user,NA,1,0,330,174,444,3,0,0,0,0,0
382,cwy,ÄÐ,Ä¦ôÉ×ù,2018/1/11 7:32,user,NA,0,0,2,0,13,0,0,0,0,0,0
383,angbirds,ÄÐ,Ë«×Ó×ù,2018/1/24 14:18,user,NA,0,0,90,0,117,0.6,0,0,0,0,0
384,minghuifan,ÄÐ,ÄµÑò×ù,2017/11/4 9:48,user,NA,0,0,8,0,35,0.2,0,0,0,0,0
385,Butadiene,ÄÐ,Ë«Óã×ù,2018/1/18 2:06,user,NA,0,0,309,33,110,2.1,0,0,0,0,0
386,GGYYTT,Å®,½ðÅ£×ù,2018/1/18 10:13,user,NA,1,0,353,3,110,1.8,0,0,0,0,0
387,eaglerina,Å®,Ê¨×Ó×ù,2018/1/22 7:43,user,NA,1,0,2,0,24,0,0,0,0,0,0
388,observerbb,Å®,Ë®Æ¿×ù,2017/12/14 10:07,user,NA,1,0,5,0,75,0.1,0,0,0,0,0
389,going,Å®,Ê¨×Ó×ù,2017/12/21 17:07,user,NA,1,0,483,0,429,2,0,0,0,0,0
390,hellohello,ÄÐ,Ä¦ôÉ×ù,2018/1/25 15:46,user,NA,0,0,7,0,28,0,0,0,0,0,0
391,estherli,Å®,Ë«Óã×ù,2018/1/22 17:24,user,NA,1,0,177,1,448,2,0,0,0,0,0
392,Jack,ÄÐ,¾ÞÐ·×ù,2018/1/17 11:13,user,NA,0,0,44,0,109,0.2,0,0,0,0,0
393,pkuswli,±£ÃÜ,½ðÅ£×ù,2017/4/17 10:37,user,NA,0,1,756,52,379,2.5,0,0,0,0,0
394,kiss,±£ÃÜ,½ðÅ£×ù,2018/1/19 10:30,user,NA,0,1,4715,1186,656,3.8,0,0,0,0,0
395,hungry,±£ÃÜ,±£ÃÜ,2018/1/15 8:18,user,NA,0,1,48,1,107,0.5,0,0,0,0,0
396,yueryuana,Å®,Ë®Æ¿×ù,2017/12/17 18:47,user,NA,1,0,621,90,624,2.7,0,0,0,0,0
397,guapi,ÄÐ,±£ÃÜ,2018/1/21 6:08,user,NA,0,0,43,0,113,0.3,0,0,0,0,0
398,luckyone,Å®,Ä¦ôÉ×ù,2017/12/27 17:05,user,NA,1,0,191,10,89,1.1,0,0,0,0,0
399,suyan,ÄÐ,½ðÅ£×ù,2016/12/14 20:49,user,NA,0,0,587,107,256,2.8,0,0,0,0,0
400,pkuhenry,ÄÐ,½ðÅ£×ù,2018/1/10 9:14,user,NA,0,0,3,0,12,0,0,0,0,0,0
401,itspkuedu,ÄÐ,±£ÃÜ,2018/1/24 23:50,user,NA,0,0,39,0,117,0.1,0,0,0,0,0
402,JohnZhong,ÄÐ,ÄµÑò×ù,2018/1/27 4:27,user,NA,0,0,167,2,579,2,0,0,0,0,0
403,tabarek,ÄÐ,Ê¨×Ó×ù,2018/1/25 18:31,user,NA,0,0,944,86,663,2.7,0,0,0,0,0
404,zhuqiqi,Å®,´¦Å®×ù,2017/1/29 19:52,user,NA,1,0,670,2389,302,4.2,1,0,0,0,0
405,tflysky,ÄÐ,Ë«Óã×ù,2018/1/24 15:44,user,NA,0,0,434,10,453,2.2,0,0,0,0,0
406,anxinyi,ÄÐ,ÄµÑò×ù,2018/1/27 9:49,user,NA,0,0,2205,35,664,2.4,0,0,0,0,0
407,lyrics,Å®,ÉäÊÖ×ù,2017/12/31 16:27,user,NA,1,0,721,14,93,2,0,0,0,0,0
408,SolomonWang,±£ÃÜ,¾ÞÐ·×ù,2018/1/24 14:25,user,NA,0,1,6022,1378,662,3.9,0,0,0,0,0
409,dan,ÄÐ,ÄµÑò×ù,2018/1/27 2:43,user,NA,0,0,9,0,119,0,0,0,0,0,0
410,lvx,ÄÐ,Ë«Óã×ù,2018/1/23 14:44,user,NA,0,0,1662,154,661,2.9,2,0,0,0,0
411,lcmip,ÄÐ,Ë«Óã×ù,2018/1/27 7:47,user,NA,0,0,1792,75,364,2.2,0,0,0,0,0
412,linger,ÄÐ,Ë®Æ¿×ù,2017/6/23 20:54,user,NA,0,0,2545,554,447,3.5,0,0,0,0,0
413,ningfeihong,Å®,Ë«×Ó×ù,2017/11/5 17:55,user,NA,1,0,202,0,37,1,0,0,0,0,0
414,zhzz,Å®,Ë«Óã×ù,2017/12/9 23:53,user,NA,1,0,253,30,519,2.4,0,0,0,0,0
415,shallow,±£ÃÜ,±£ÃÜ,2018/1/27 12:00,user,NA,0,1,193,8,119,0.5,0,0,0,0,0
416,EstherR,±£ÃÜ,±£ÃÜ,2018/1/2 11:06,user,NA,0,1,16,2,94,0.5,0,0,0,0,0
417,Natusme,±£ÃÜ,±£ÃÜ,2018/1/25 23:58,user,NA,0,1,7,0,28,0,0,0,0,0,0
418,All,ÄÐ,ÉäÊÖ×ù,2016/8/18 11:00,user,NA,0,0,10486,11161,999,8.2,0,0,0,0,0
419,monkeyc,ÄÐ,±£ÃÜ,2017/12/7 15:06,user,NA,0,0,13,0,69,0.4,0,0,0,0,0
420,Halluci,ÄÐ,Ìì³Ó×ù,2016/9/23 0:48,user,NA,0,0,2805,140,173,2.9,0,0,0,0,0
421,Shanghaixi,ÄÐ,ÄµÑò×ù,2017/8/12 22:59,user,NA,0,0,807,3243,497,4.4,5,0,0,0,0
422,WarIT,ÄÐ,ÌìÐ«×ù,2017/8/7 9:56,user,NA,0,0,873,92,491,2.7,0,0,0,0,0
423,liuxyone,ÄÐ,Ìì³Ó×ù,2018/1/19 9:32,user,NA,0,0,3,0,21,0,0,0,0,0,0
424,xiaomagee,Å®,½ðÅ£×ù,2017/7/26 13:07,user,NA,1,0,422,17,302,2.3,0,0,0,0,0
